parentEventID,eventID,island,locality,eventDate,maximumDepthInMeters,decimalLatitude,decimalLongitude,georeferenceProtocol,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,geodeticDatum,verbatimCoordinateSystem,Country,countryCode
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017,BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017_8177,Noronha,Ponta da Sapata,2017,20,-3.874792,-32.474316,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017,BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017_8178,Noronha,Ponta da Sapata,2017,20,-3.874792,-32.474316,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017,BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017_8179,Noronha,Ponta da Sapata,2017,16,-3.874792,-32.474316,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017,BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017_8180,Noronha,Ponta da Sapata,2017,16,-3.874792,-32.474316,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017,BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017_8181,Noronha,Ponta da Sapata,2017,12,-3.874792,-32.474316,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017,BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017_8182,Noronha,Ponta da Sapata,2017,8.5,-3.874792,-32.474316,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017,BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017_8183,Noronha,Ponta da Sapata,2017,18,-3.874792,-32.474316,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017,BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017_8184,Noronha,Ponta da Sapata,2017,20,-3.874792,-32.474316,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017,BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017_8185,Noronha,Ponta da Sapata,2017,20,-3.874792,-32.474316,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017,BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017_8186,Noronha,Ponta da Sapata,2017,20,-3.874792,-32.474316,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017,BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017_8187,Noronha,Ponta da Sapata,2017,10,-3.874792,-32.474316,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017,BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017_8188,Noronha,Ponta da Sapata,2017,13,-3.874792,-32.474316,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017,BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017_8189,Noronha,Ponta da Sapata,2017,12,-3.874792,-32.474316,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017,BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017_8190,Noronha,Ponta da Sapata,2017,15,-3.874792,-32.474316,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017,BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017_8191,Noronha,Ponta da Sapata,2017,13,-3.874792,-32.474316,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017,BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017_8192,Noronha,Ponta da Sapata,2017,11,-3.874792,-32.474316,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017,BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017_8193,Noronha,Ponta da Sapata,2017,7,-3.874792,-32.474316,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017,BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017_8194,Noronha,Ponta da Sapata,2017,7.5,-3.874792,-32.474316,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017,BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017_8195,Noronha,Ponta da Sapata,2017,19,-3.874792,-32.474316,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017,BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017_8196,Noronha,Ponta da Sapata,2017,19.6,-3.874792,-32.474316,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017,BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017_8197,Noronha,Ponta da Sapata,2017,19.5,-3.874792,-32.474316,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017,BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017_8198,Noronha,Ponta da Sapata,2017,16,-3.874792,-32.474316,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017,BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2017_8199,Noronha,Ponta da Sapata,2017,13,-3.874792,-32.474316,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_8200,Rocas,Falsa Barreta,2018,2.5,-3.86051,-33.818934,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_8201,Rocas,Falsa Barreta,2018,2,-3.86051,-33.818934,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_8202,Rocas,Falsa Barreta,2018,2,-3.86051,-33.818934,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_8203,Rocas,Falsa Barreta,2018,3,-3.86051,-33.818934,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_8204,Rocas,Falsa Barreta,2018,2.5,-3.86051,-33.818934,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Ancoras_2018,BR:PELD-ILOC:Rocas_Ancoras_2018_8205,Rocas,Ancoras,2018,2,-3.875019,-33.803309,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Ancoras_2018,BR:PELD-ILOC:Rocas_Ancoras_2018_8206,Rocas,Ancoras,2018,2.7,-3.875019,-33.803309,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Ancoras_2018,BR:PELD-ILOC:Rocas_Ancoras_2018_8207,Rocas,Ancoras,2018,2.7,-3.875019,-33.803309,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Ancoras_2018,BR:PELD-ILOC:Rocas_Ancoras_2018_8208,Rocas,Ancoras,2018,1.5,-3.875019,-33.803309,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Ancoras_2018,BR:PELD-ILOC:Rocas_Ancoras_2018_8209,Rocas,Ancoras,2018,3.2,-3.875019,-33.803309,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Ancoras_2018,BR:PELD-ILOC:Rocas_Ancoras_2018_8210,Rocas,Ancoras,2018,3.3,-3.875019,-33.803309,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Ancoras_2018,BR:PELD-ILOC:Rocas_Ancoras_2018_8211,Rocas,Ancoras,2018,3.5,-3.875019,-33.803309,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Ancoras_2018,BR:PELD-ILOC:Rocas_Ancoras_2018_8212,Rocas,Ancoras,2018,2.3,-3.875019,-33.803309,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Ancoras_2018,BR:PELD-ILOC:Rocas_Ancoras_2018_8213,Rocas,Ancoras,2018,1.5,-3.875019,-33.803309,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Ancoras_2018,BR:PELD-ILOC:Rocas_Ancoras_2018_8214,Rocas,Ancoras,2018,1,-3.875019,-33.803309,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Ancoras_2018,BR:PELD-ILOC:Rocas_Ancoras_2018_8215,Rocas,Ancoras,2018,1,-3.875019,-33.803309,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Ancoras_2018,BR:PELD-ILOC:Rocas_Ancoras_2018_8216,Rocas,Ancoras,2018,1.4,-3.875019,-33.803309,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Cemiterio_2018,BR:PELD-ILOC:Rocas_Cemiterio_2018_8217,Rocas,Cemiterio,2018,1,-3.867712,-33.816626,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Cemiterio_2018,BR:PELD-ILOC:Rocas_Cemiterio_2018_8218,Rocas,Cemiterio,2018,2.9,-3.867712,-33.816626,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Cemiterio_2018,BR:PELD-ILOC:Rocas_Cemiterio_2018_8219,Rocas,Cemiterio,2018,2.6,-3.867712,-33.816626,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Cemiterio_2018,BR:PELD-ILOC:Rocas_Cemiterio_2018_8220,Rocas,Cemiterio,2018,2,-3.867712,-33.816626,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Cemiterio_2018,BR:PELD-ILOC:Rocas_Cemiterio_2018_8221,Rocas,Cemiterio,2018,2.4,-3.867712,-33.816626,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Cemiterio_2018,BR:PELD-ILOC:Rocas_Cemiterio_2018_8222,Rocas,Cemiterio,2018,1,-3.867712,-33.816626,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Cemiterio_2018,BR:PELD-ILOC:Rocas_Cemiterio_2018_8223,Rocas,Cemiterio,2018,1.8,-3.867712,-33.816626,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Cemiterio_2018,BR:PELD-ILOC:Rocas_Cemiterio_2018_8224,Rocas,Cemiterio,2018,1.5,-3.867712,-33.816626,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Cemiterio_2018,BR:PELD-ILOC:Rocas_Cemiterio_2018_8225,Rocas,Cemiterio,2018,0.5,-3.867712,-33.816626,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Cemiterio_2018,BR:PELD-ILOC:Rocas_Cemiterio_2018_8226,Rocas,Cemiterio,2018,1.5,-3.867712,-33.816626,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Podes_Crer_2018,BR:PELD-ILOC:Rocas_Podes_Crer_2018_8227,Rocas,Podes Crer,2018,1.9,-3.872175,-33.812714,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Podes_Crer_2018,BR:PELD-ILOC:Rocas_Podes_Crer_2018_8228,Rocas,Podes Crer,2018,1.5,-3.872175,-33.812714,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Podes_Crer_2018,BR:PELD-ILOC:Rocas_Podes_Crer_2018_8229,Rocas,Podes Crer,2018,0.5,-3.872175,-33.812714,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Podes_Crer_2018,BR:PELD-ILOC:Rocas_Podes_Crer_2018_8230,Rocas,Podes Crer,2018,0.7,-3.872175,-33.812714,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Podes_Crer_2018,BR:PELD-ILOC:Rocas_Podes_Crer_2018_8231,Rocas,Podes Crer,2018,1,-3.872175,-33.812714,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Podes_Crer_2018,BR:PELD-ILOC:Rocas_Podes_Crer_2018_8232,Rocas,Podes Crer,2018,2.8,-3.872175,-33.812714,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Podes_Crer_2018,BR:PELD-ILOC:Rocas_Podes_Crer_2018_8233,Rocas,Podes Crer,2018,3,-3.872175,-33.812714,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Piscina_das_Rocas_2018,BR:PELD-ILOC:Rocas_Piscina_das_Rocas_2018_8234,Rocas,Piscina das Rocas,2018,1.2,-3.86895,-33.791911,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Piscina_das_Rocas_2018,BR:PELD-ILOC:Rocas_Piscina_das_Rocas_2018_8235,Rocas,Piscina das Rocas,2018,2,-3.86895,-33.791911,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Piscina_das_Rocas_2018,BR:PELD-ILOC:Rocas_Piscina_das_Rocas_2018_8236,Rocas,Piscina das Rocas,2018,2.2,-3.86895,-33.791911,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Piscina_das_Rocas_2018,BR:PELD-ILOC:Rocas_Piscina_das_Rocas_2018_8237,Rocas,Piscina das Rocas,2018,2.4,-3.86895,-33.791911,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Piscina_das_Rocas_2018,BR:PELD-ILOC:Rocas_Piscina_das_Rocas_2018_8238,Rocas,Piscina das Rocas,2018,2,-3.86895,-33.791911,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Piscina_das_Rocas_2018,BR:PELD-ILOC:Rocas_Piscina_das_Rocas_2018_8239,Rocas,Piscina das Rocas,2018,1.9,-3.86895,-33.791911,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Piscina_das_Rocas_2018,BR:PELD-ILOC:Rocas_Piscina_das_Rocas_2018_8240,Rocas,Piscina das Rocas,2018,2.2,-3.86895,-33.791911,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Piscina_das_Rocas_2018,BR:PELD-ILOC:Rocas_Piscina_das_Rocas_2018_8241,Rocas,Piscina das Rocas,2018,1.8,-3.86895,-33.791911,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Piscina_das_Rocas_2018,BR:PELD-ILOC:Rocas_Piscina_das_Rocas_2018_8242,Rocas,Piscina das Rocas,2018,1.5,-3.86895,-33.791911,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Piscina_das_Rocas_2018,BR:PELD-ILOC:Rocas_Piscina_das_Rocas_2018_8243,Rocas,Piscina das Rocas,2018,1.4,-3.86895,-33.791911,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Piscina_das_Rocas_2018,BR:PELD-ILOC:Rocas_Piscina_das_Rocas_2018_8244,Rocas,Piscina das Rocas,2018,1.8,-3.86895,-33.791911,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Piscina_das_Rocas_2018,BR:PELD-ILOC:Rocas_Piscina_das_Rocas_2018_8245,Rocas,Piscina das Rocas,2018,1.8,-3.86895,-33.791911,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Tartarugas_2018,BR:PELD-ILOC:Rocas_Tartarugas_2018_8246,Rocas,Tartarugas,2018,3.1,-3.872723,-33.808854,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Tartarugas_2018,BR:PELD-ILOC:Rocas_Tartarugas_2018_8247,Rocas,Tartarugas,2018,2.8,-3.872723,-33.808854,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Tartarugas_2018,BR:PELD-ILOC:Rocas_Tartarugas_2018_8248,Rocas,Tartarugas,2018,2.7,-3.872723,-33.808854,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Tartarugas_2018,BR:PELD-ILOC:Rocas_Tartarugas_2018_8249,Rocas,Tartarugas,2018,2.2,-3.872723,-33.808854,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Tartarugas_2018,BR:PELD-ILOC:Rocas_Tartarugas_2018_8250,Rocas,Tartarugas,2018,2,-3.872723,-33.808854,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Tartarugas_2018,BR:PELD-ILOC:Rocas_Tartarugas_2018_8251,Rocas,Tartarugas,2018,2.2,-3.872723,-33.808854,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Barretinha_2018,BR:PELD-ILOC:Rocas_Barretinha_2018_8252,Rocas,Barretinha,2018,2.1,-3.859602,-33.818066,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Barretinha_2018,BR:PELD-ILOC:Rocas_Barretinha_2018_8253,Rocas,Barretinha,2018,2.3,-3.859602,-33.818066,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
